lot_frontage,overall_qual,mas_vnr_area,bsmt_qual,bsmt_exposure,bsmtfin_sf_1,heating_qc,gr_liv_area,full_bath,fireplace_qu,garage_area,wood_deck_sf,open_porch_sf,age_built,age_remod,total_sf,open_lot,common_lot,closed_lot,near_park,ms_zoning_RL,ms_zoning_RM,land_contour_HLS,roof_matl_WdShngl,exterior_1st_BrkFace,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_Plywood,exterior_1st_VinylSd,exterior_1st_Wd Sdng,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone,foundation_CBlock,foundation_Slab,heating_OthW,garage_type_Attchd,garage_type_BuiltIn,garage_type_Detchd,garage_type_NA,sale_type_New
55.0,5,0.0,3,1,182.0,5,1520,1,0,281.0,0,0,77,9,2313.0,False,True,False,False,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
91.0,8,164.0,4,1,1220.0,5,1542,2,4,852.0,168,110,0,0,3084.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
71.0,5,0.0,3,1,507.0,2,1385,2,0,720.0,0,0,58,58,2295.0,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
66.0,5,0.0,3,3,734.0,3,936,1,1,288.0,24,90,45,45,1832.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
51.0,5,0.0,2,1,384.0,3,1288,1,0,240.0,0,0,65,56,2112.0,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
80.0,5,148.0,3,2,776.0,4,1128,2,0,525.0,192,20,45,45,2248.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
92.0,8,84.0,5,1,0.0,5,1968,2,4,680.0,0,75,1,0,2742.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
69.05520046484602,6,0.0,3,1,939.0,3,1246,1,4,441.0,0,69,42,42,2492.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
75.0,7,0.0,3,1,410.0,3,1740,1,4,240.0,0,0,67,23,2540.0,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
69.05520046484602,5,0.0,3,1,181.0,4,925,1,0,484.0,203,74,43,43,1850.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
76.0,7,0.0,4,1,0.0,5,1430,2,3,400.0,100,0,7,7,1814.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
60.0,8,0.0,3,1,0.0,3,1566,2,0,288.0,54,228,110,7,2496.0,False,True,False,False,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
69.05520046484602,5,0.0,3,1,624.0,3,950,1,0,400.0,0,32,55,55,1934.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
70.0,5,128.0,3,3,748.0,3,1144,1,3,796.0,86,0,47,47,2288.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
90.0,5,0.0,3,1,0.0,3,1114,1,0,451.0,0,0,47,47,2228.0,False,True,False,False,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
95.0,7,1115.0,4,4,1880.0,5,2223,2,4,516.0,300,0,34,34,4446.0,False,True,False,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
60.0,5,0.0,3,1,0.0,3,1111,1,0,288.0,0,0,87,11,1641.0,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
65.0,5,0.0,3,1,0.0,5,960,1,0,624.0,0,0,48,48,1920.0,False,True,False,False,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
73.0,6,0.0,4,1,0.0,4,1633,2,3,460.0,0,39,10,10,2565.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
92.0,6,0.0,3,1,0.0,5,2229,1,0,0.0,0,198,97,59,2613.0,False,True,False,False,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
64.0,6,0.0,3,1,0.0,3,984,1,0,280.0,0,0,54,54,1920.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
79.0,6,157.0,4,1,625.0,3,1686,2,3,612.0,384,131,26,26,3372.0,False,True,False,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
78.0,7,140.0,4,4,56.0,5,1614,2,4,576.0,100,45,1,1,3228.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
60.0,5,0.0,3,1,437.0,5,864,1,0,297.0,0,0,34,34,1728.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
108.0,7,206.0,5,1,0.0,5,1740,2,0,874.0,0,43,0,0,3461.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
78.0,5,0.0,3,1,570.0,4,1721,2,3,440.0,0,96,38,13,3182.0,False,True,False,False,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
69.05520046484602,6,335.0,3,3,539.0,3,1034,1,0,888.0,0,0,34,34,2046.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
68.0,6,0.0,0,0,0.0,3,1902,2,0,539.0,0,0,32,32,1902.0,False,True,False,False,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
81.0,6,0.0,4,1,338.0,3,1097,2,0,480.0,0,0,26,25,2137.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
120.0,9,525.0,4,3,0.0,5,2206,2,4,670.0,148,95,1,0,3296.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
94.0,6,0.0,3,3,422.0,3,1117,1,3,672.0,144,0,34,34,2146.0,False,True,False,False,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
60.0,4,0.0,3,1,0.0,4,2290,2,0,560.0,0,0,125,60,3067.0,False,True,False,False,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
21.0,6,504.0,3,1,276.0,3,948,1,0,264.0,0,0,34,34,1431.0,False,True,False,False,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
65.0,6,0.0,2,1,368.0,5,919,1,0,231.0,0,0,70,60,1519.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
78.0,6,41.0,3,1,0.0,5,1152,1,0,412.0,0,126,39,39,2064.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
102.0,9,162.0,5,1,0.0,5,2334,2,4,751.0,144,133,1,0,3924.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
73.0,5,324.0,3,1,697.0,3,1264,1,4,461.0,0,0,50,50,2532.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
64.0,5,275.0,4,3,1086.0,3,1224,0,3,528.0,120,0,30,30,2310.0,False,True,False,False,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
54.0,6,0.0,3,1,551.0,3,1369,2,0,300.0,147,0,84,59,2041.0,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
75.0,5,0.0,3,3,182.0,3,894,1,0,308.0,365,0,34,34,1788.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
69.05520046484602,6,216.0,4,1,378.0,5,1573,2,0,440.0,0,32,10,10,2329.0,False,True,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
105.0,8,232.0,4,4,578.0,5,2250,2,5,756.0,238,130,8,8,3921.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
42.0,6,0.0,4,1,683.0,5,1514,2,3,394.0,0,72,9,9,2308.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
21.0,6,236.0,3,1,0.0,3,1218,1,0,0.0,201,0,35,35,1890.0,False,True,False,False,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
50.0,5,0.0,3,1,0.0,3,1387,2,0,256.0,0,0,55,55,2198.0,False,True,False,False,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
50.0,4,0.0,3,1,0.0,3,1317,1,0,250.0,0,54,88,58,1966.0,False,True,False,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
60.0,6,0.0,3,1,0.0,3,1355,1,0,0.0,136,0,93,1,2039.0,False,True,False,False,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
66.0,4,0.0,3,1,0.0,4,952,1,0,330.0,0,0,114,60,1708.0,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
69.05520046484602,6,174.0,3,1,751.0,3,1113,1,2,504.0,370,30,31,31,2256.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
71.0,5,0.0,3,1,403.0,5,778,1,4,924.0,0,25,68,53,1518.0,False,True,False,False,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
60.0,6,0.0,3,1,0.0,3,1489,2,4,240.0,335,0,69,59,2267.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
86.0,9,340.0,5,1,1234.0,5,1698,2,4,768.0,327,64,2,1,3396.0,False,True,False,False,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
107.0,7,0.0,3,1,288.0,3,2267,1,4,498.0,521,0,70,27,3272.0,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
69.05520046484602,5,0.0,4,3,301.0,3,902,1,0,484.0,164,0,23,23,1766.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
62.0,6,0.0,4,1,0.0,5,1495,2,4,440.0,100,30,1,1,2233.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
53.0,5,0.0,4,1,450.0,4,1384,2,0,404.0,0,39,12,11,2732.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
53.0,6,0.0,3,1,0.0,3,1436,1,4,228.0,184,0,86,57,2021.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
60.0,6,0.0,4,1,476.0,4,1636,2,3,440.0,0,84,11,10,2588.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
63.0,6,0.0,4,1,941.0,5,1158,1,0,576.0,0,50,2,2,2316.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
67.0,8,274.0,4,3,0.0,5,1646,2,4,870.0,192,80,1,0,3284.0,False,True,False,False,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
60.0,5,252.0,4,1,569.0,5,1768,1,3,240.0,0,0,70,57,2499.0,False,True,False,False,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
80.0,6,0.0,3,2,901.0,5,1565,2,3,299.0,200,25,41,6,2752.0,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
60.0,7,0.0,4,2,390.0,2,1768,1,3,320.0,0,341,92,36,2648.0,False,True,False,False,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
50.0,5,0.0,3,2,0.0,3,1396,2,0,0.0,0,0,55,55,2056.0,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
80.0,6,39.0,3,3,528.0,3,1096,1,2,484.0,168,0,30,30,2104.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
69.05520046484602,7,210.0,4,1,913.0,5,2312,2,3,658.0,298,0,10,10,3489.0,False,False,True,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
41.0,8,0.0,4,1,733.0,4,1337,2,3,462.0,96,0,15,15,2674.0,False,True,False,False,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
69.05520046484602,7,0.0,4,1,239.0,5,1102,2,0,480.0,0,60,3,3,1653.0,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
75.0,8,0.0,4,1,804.0,5,2031,2,4,577.0,0,211,6,6,3159.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
60.0,2,0.0,3,1,290.0,3,438,1,0,246.0,0,0,89,59,728.0,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
64.0,5,222.0,4,4,456.0,5,1033,1,0,504.0,224,0,32,32,1489.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
41.0,7,0.0,4,1,0.0,5,2327,2,4,596.0,0,57,5,5,3456.0,False,False,True,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
69.05520046484602,7,52.0,4,1,0.0,4,1187,2,0,420.0,0,21,15,14,2355.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
58.0,6,0.0,3,3,780.0,3,1340,1,0,440.0,0,0,61,56,2120.0,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
65.0,4,0.0,0,0,0.0,3,1152,2,0,0.0,0,0,53,53,1152.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
80.0,6,210.0,3,1,1387.0,4,1567,2,4,542.0,0,110,43,1,3129.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
50.0,7,0.0,3,1,624.0,5,1482,1,0,324.0,0,0,89,21,2132.0,False,True,False,False,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
67.0,7,0.0,4,1,0.0,5,1689,2,0,433.0,100,39,1,0,3378.0,False,True,False,False,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
195.0,5,0.0,4,4,1047.0,3,1424,1,0,828.0,144,0,38,17,2524.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
59.0,5,0.0,3,1,534.0,5,816,1,0,264.0,315,0,25,25,1632.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
60.0,7,174.0,3,1,0.0,5,1424,2,4,312.0,0,0,87,58,2652.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
69.05520046484602,7,138.0,3,1,626.0,4,1479,1,0,484.0,0,32,35,3,2204.0,False,False,True,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
70.0,5,0.0,3,3,953.0,3,1025,1,0,0.0,96,80,44,44,2050.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
69.05520046484602,6,571.0,3,1,0.0,3,1442,2,3,615.0,371,0,39,39,2884.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
106.0,8,40.0,4,1,0.0,5,1936,2,3,504.0,188,124,6,6,3342.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
90.0,7,227.0,4,2,796.0,5,1939,2,3,555.0,128,84,8,8,2993.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
64.0,6,0.0,4,1,193.0,5,1476,2,0,540.0,100,35,4,4,2214.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
70.0,5,0.0,4,4,744.0,4,898,1,0,326.0,143,0,38,38,1731.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
87.0,8,0.0,5,1,666.0,5,1460,2,4,480.0,0,20,2,1,2920.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
69.05520046484602,6,23.0,4,4,456.0,3,1034,1,2,504.0,0,0,31,31,1490.0,False,False,True,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
69.05520046484602,5,180.0,4,2,781.0,5,1174,1,0,528.0,211,0,30,30,2038.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
69.05520046484602,7,0.0,4,1,244.0,5,1080,2,0,496.0,0,50,7,7,1610.0,False,True,False,False,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
50.0,6,0.0,3,1,0.0,3,1376,2,4,198.0,0,0,69,56,2156.0,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
60.0,5,0.0,3,1,728.0,5,1567,1,3,440.0,0,21,69,59,2407.0,False,True,False,False,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
60.0,5,0.0,4,3,0.0,5,1534,1,0,0.0,0,112,112,8,2270.0,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
39.0,8,0.0,4,1,1180.0,5,1616,2,3,608.0,237,152,15,14,3211.0,False,True,False,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
60.0,5,0.0,2,1,930.0,3,1551,2,0,240.0,0,0,68,56,2609.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
68.0,5,0.0,3,1,100.0,4,960,1,0,330.0,0,70,54,54,1920.0,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
73.0,7,0.0,4,3,0.0,5,1302,2,0,436.0,0,22,0,0,2604.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
50.0,5,0.0,3,1,0.0,3,816,1,0,210.0,168,0,81,56,1632.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
69.05520046484602,7,239.0,4,1,1102.0,5,1502,1,3,286.0,0,0,9,9,3004.0,False,True,False,False,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
56.0,6,0.0,3,1,96.0,4,1133,1,0,308.0,0,175,0,0,1325.0,False,True,False,False,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
89.0,9,422.0,5,4,672.0,5,3078,2,3,806.0,108,87,9,9,4486.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
70.0,6,105.0,4,1,814.0,5,1721,2,0,471.0,300,87,13,13,2649.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
60.0,4,0.0,2,1,0.0,3,1760,1,3,648.0,120,0,96,56,2837.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
61.0,6,0.0,3,1,774.0,5,2320,2,3,180.0,224,0,62,5,3348.0,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
69.05520046484602,7,94.0,4,4,766.0,5,2486,3,4,452.0,143,32,4,3,3608.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
75.0,5,0.0,3,1,340.0,5,1246,1,0,305.0,218,0,51,16,2492.0,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
69.05520046484602,6,472.0,4,4,697.0,4,2144,2,3,389.0,0,98,49,1,3588.0,False,False,True,False,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
62.0,5,0.0,3,1,230.0,5,1150,1,3,215.0,264,0,64,56,1949.0,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
110.0,8,640.0,4,1,0.0,5,1600,2,4,890.0,0,56,2,2,3166.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
110.0,4,0.0,3,1,189.0,5,1755,2,3,231.0,0,40,77,4,2685.0,False,True,False,False,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
85.0,8,630.0,5,4,1274.0,5,1800,2,4,765.0,270,78,4,4,3600.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
30.0,7,0.0,4,1,0.0,5,1200,2,0,480.0,0,172,6,5,1800.0,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
24.0,5,376.0,3,1,471.0,5,1365,1,0,440.0,240,36,36,36,2130.0,False,True,False,False,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
68.0,6,0.0,4,2,80.0,5,1696,2,0,542.0,143,66,5,5,2531.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
91.0,7,0.0,4,4,0.0,5,1809,2,0,638.0,144,54,1,0,2754.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
85.0,8,945.0,5,4,1558.0,5,2234,1,4,724.0,390,80,1,1,4454.0,False,True,False,False,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
50.0,6,120.0,4,1,602.0,5,1680,2,0,474.0,144,96,15,14,2566.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
69.05520046484602,6,157.0,3,4,568.0,4,2087,2,0,444.0,133,168,41,0,2919.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
90.0,8,260.0,4,4,1246.0,5,1513,2,3,521.0,135,34,10,9,2975.0,True,False,False,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
70.0,5,0.0,3,1,474.0,3,1107,1,0,308.0,88,64,40,14,2056.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
60.0,5,0.0,0,0,0.0,5,827,1,1,392.0,0,0,55,3,827.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
35.0,6,0.0,3,1,0.0,5,1484,2,4,0.0,0,291,94,7,2226.0,False,True,False,False,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
30.0,5,0.0,2,1,0.0,4,764,1,0,504.0,0,0,83,4,1444.0,False,True,False,False,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
72.0,9,562.0,5,4,1567.0,5,1792,2,4,874.0,206,49,3,2,3584.0,False,True,False,False,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
130.0,8,1110.0,5,2,1075.0,5,2649,2,3,746.0,0,60,7,6,4128.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
69.05520046484602,6,0.0,4,1,0.0,4,1593,2,3,389.0,342,40,17,16,2401.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
90.0,4,0.0,4,3,920.0,3,1181,2,0,588.0,0,0,36,36,2319.0,False,True,False,False,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
91.0,8,554.0,4,4,1314.0,5,1987,2,3,691.0,262,36,14,14,3973.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
43.0,6,0.0,3,1,0.0,4,1242,1,4,180.0,329,96,74,59,1825.0,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
78.0,6,203.0,3,3,760.0,3,976,1,2,504.0,94,0,38,2,1952.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
40.0,5,0.0,3,1,0.0,3,1214,1,0,216.0,0,0,106,57,2183.0,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
70.0,5,0.0,3,1,468.0,4,864,1,0,336.0,0,0,44,44,1728.0,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
51.0,6,0.0,3,1,0.0,5,1639,1,0,240.0,0,0,72,58,2230.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
95.0,9,302.0,5,1,0.0,5,1736,2,4,834.0,319,90,1,1,3472.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
64.0,5,0.0,0,0,0.0,3,1535,2,0,400.0,0,0,30,30,1535.0,False,True,False,False,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
69.05520046484602,6,252.0,3,1,400.0,4,1632,1,0,484.0,0,40,42,8,2432.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
60.0,3,0.0,3,1,0.0,3,725,1,0,320.0,0,30,119,11,1355.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
62.0,7,0.0,4,1,0.0,5,1720,2,4,440.0,100,48,3,3,2560.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
60.0,4,0.0,2,1,0.0,3,936,1,0,576.0,0,32,56,56,1872.0,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
69.05520046484602,8,72.0,4,4,1084.0,5,1589,2,3,630.0,143,20,4,4,2995.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
59.0,6,0.0,4,1,0.0,4,1571,2,3,380.0,0,40,16,15,2370.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
72.0,7,167.0,4,3,1013.0,5,1479,2,0,558.0,144,29,4,4,2932.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
